period;cod_cod;cod_id;cod_name;city;stratum;year;semester;school_state;school_city;faculty;program;cod_snies;knowledge_area;shift;age;civil_status;gender;residence_zone;foreign;school_name;school_calendar;school_character;school_language;school_methodology;academic_aid;financial_aid;other_aid;study_and_work;age_mod;cantidad_matriculas;Cluster
2016-01;8276C;10107U;16002N;cali;5;2016;1;valle del cauca;yumbo;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;19;soltero;F;nd;no;colegio jefferson;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-03;7334C;10108U;17809N;cali;3;2015;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;19;soltero;F;nd;no;colegio los andes cali;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2013-03;4716C;10109U;4437N;cali;3;2013;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;liceo juan xxiii cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2019-01;12636C;1010U;1663N;cali;3;2019;1;cauca;caloto;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;20;soltero;F;urbana;no;colegio ecologico veredas unidas barragan;a;femenino;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2019-03;13316C;10110U;1027N;cali;5;2019;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;23;soltero;M;urbana;no;instituto tecnico san juan;a;masculino;espanol:ingles;educacion tradicional;no;no;no;no;21-25;1;0
2014-01;5335C;10111U;16148N;cali;3;2014;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;instituto tecnico real holandes;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;7090C;10112U;6469N;cali;4;2015;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;F;nd;no;colegio el pinar;b;femenino;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9136C;10113U;9018N;cali;1;2017;1;dpto extranjero;ciudad extranjero;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;20;soltero;M;urbana;no;validacion colegio extranjero;a;mixto;espanol;educacion tradicional;si;si;no;no;15-20;1;1
2016-03;8703C;10114U;5601N;cali;4;2016;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;20;soltero;M;nd;no;colegio parroquial nuestra senora de los andes;b;mixto;espanol;educacion tradicional;no;si;no;si;15-20;1;0
2015-01;6715C;10115U;13123N;cali;3;2015;1;valle del cauca;cali;Administrative Sciences;contaduria publica;20109;economia administracion contaduria y afines;nocturna;18;soltero;F;nd;no;institucion educativa tecnico industrial jose maria carbonell;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6140C;10116U;17549N;cali;3;2014;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;18;soltero;M;nd;no;instituto tecnico industrial san juan bosco cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;9828C;10118U;2750N;cali;2;2017;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;21;soltero;M;urbana;no;colegio leon de greiff cali;b;mixto;espanol;educacion tradicional;no;si;no;si;21-25;1;1
2017-01;9201C;10119U;7108N;cali;3;2017;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;20;soltero;M;urbana;no;escuela de gestion y formacion empresarial;a;mixto;espanol;programa para jovenes en extraedad y adultos;no;no;no;si;15-20;1;0
2019-01;12414C;1011U;12281N;cali;3;2019;1;putumayo;orito;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;urbana;no;institucion educativa jorge eliecer gaitan orito;a;masculino;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2014-03;5893C;10120U;7360N;cali;4;2014;2;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio departamental general alfredo vasquez cobo;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6466C;10121U;14247N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;nd;no;colegio santa dorotea;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-01;5729C;10122U;15286N;cali;3;2014;1;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;colegio los angeles del norte;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6507C;10123U;3415N;cali;2;2015;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;institucion educativa ciudad modelo;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8594C;10124U;7809N;cali;3;2016;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;institucion educativa comercial ciudad de cali;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2015-03;7425C;10126U;14498N;cali;4;2015;2;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio los angeles san fernando;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2020-01;13820C;10127U;11302N;cali;2;2020;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;23;soltero;F;urbana;no;instituto nuestra senora del carmen cali;b;mixto;espanol;educacion tradicional;no;no;no;no;21-25;1;1
2017-01;9265C;10129U;13173N;cali;2;2017;1;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;20;soltero;F;urbana;no;colegio ciudad cordoba;a;mixto;espanol:ingles;educacion tradicional;si;no;no;no;15-20;2;1
2018-03;11761C;1012U;13002N;cali;3;2018;2;cauca;guapi;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;urbana;no;concentracion san pedro y san pablo;a;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;0
2016-01;7976C;10131U;12496N;yotoco;1;2016;1;valle del cauca;yotoco;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;F;nd;no;institucion educativa alfonso zawadzky;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2014-03;6214C;10132U;17189N;cali;3;2014;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;17;soltero;M;nd;no;colegio leon de greiff cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;10328C;10133U;13001N;cali;3;2017;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;20;soltero;M;urbana;no;colegio francisco jose de caldas cali;b;nd;espanol:ingles;educacion tradicional;no;si;no;no;15-20;1;1
2015-01;7047C;10134U;3013N;cali;2;2015;1;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;liceo mayor tecnico del valle;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;8935C;10135U;3268N;cali;3;2016;2;valle del cauca;cali;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;19;soltero;M;urbana;no;liceo napolitano;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;2;1
2015-03;7507C;10136U;2262N;cali;3;2015;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;nd;no;colegio mayor san francisco de asis;b;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11489C;10137U;2413N;cali;5;2018;2;valle del cauca;cali;humanities and arts;comunicacion publicitaria;20128;ciencias sociales y humanas;diurna;21;soltero;M;urbana;no;instituto comercial del valle incoval;b;mixto;espanol:ingles;educacion tradicional;no;si;no;no;21-25;1;1
2016-01;8479C;10138U;15584N;cali;5;2016;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;centro educativo industrial luis madina;a;masculino;espanol;educacion tradicional;no;nd;no;no;15-20;1;0
2017-03;10030C;10139U;10590N;cali;4;2017;2;valle del cauca;cali;Administrative Sciences;administracion de empresas;20127;economia administracion contaduria y afines;diurna;20;soltero;M;urbana;no;gimnasio los farallones valle del lily;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2017-01;9223C;1013U;8773N;guachene;1;2017;1;cauca;caloto;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;M;urbana;no;institucion educativa sagrada familia caloto;a;mixto;espanol;educacion tradicional;no;si;no;no;15-20;1;0
2014-03;6155C;10140U;6963N;jamundi;2;2014;2;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;nd;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;9106C;10143U;12923N;cali;3;2016;2;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;urbana;no;institucion educativa liceo departamental;b;mixto;espanol;educacion tradicional;si;si;si;si;15-20;1;0
2016-01;8508C;10144U;15865N;cali;4;2016;1;valle del cauca;cali;Engineering;ingenieria ambiental;53485;ingenieria arquitectura urbanismo y afines;diurna;19;soltero;M;nd;no;instituto comercial del valle incoval;b;mixto;espanol;educacion tradicional;no;nd;no;no;15-20;1;0
2015-03;7696C;10145U;1251N;cali;2;2015;2;valle del cauca;cali;Engineering;ingenieria informatica;20115;ingenieria arquitectura urbanismo y afines;nocturna;18;soltero;M;nd;no;colegio santa isabel de hungria sede calimio norte;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;10416C;10146U;796N;cali;1;2017;2;valle del cauca;cali;Engineering;ingenieria electrica;20113;ingenieria arquitectura urbanismo y afines;nocturna;20;soltero;F;urbana;no;colegio jose holguin garces;a;mixto;espanol;educacion tradicional;no;no;si;si;15-20;1;1
2019-01;12648C;10147U;5220N;cali;4;2019;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;22;soltero;M;urbana;no;colegio real jean piaget ltda;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;21-25;1;1
2016-03;8811C;10148U;16918N;cali;4;2016;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;urbana;no;colegio san antonio maria claret;b;mixto;espanol;educacion tradicional;no;no;no;si;15-20;1;1
2018-01;10511C;10149U;10839N;cali;3;2018;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;21;soltero;M;urbana;no;colegio san antonio maria claret;b;masculino;espanol:ingles;educacion tradicional;no;si;no;no;21-25;1;0
2018-01;11094C;10152U;18760N;cali;3;2018;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;21;union libre;F;urbana;no;inem jorge isaacs;a;mixto;espanol:ingles;educacion tradicional;no;si;no;si;21-25;1;0
2016-01;8043C;10153U;4489N;cali;2;2016;1;valle del cauca;cali;Engineering;diseno industrial;103338;bellas artes;diurna;19;soltero;M;nd;no;colegio el hogar;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2015-01;6670C;10155U;11232N;florida;1;2015;1;valle del cauca;florida;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio ricardo nieto florida;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6929C;10156U;9627N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio santa isabel de hungria sede alfonso lopez;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-03;9117C;10157U;6994N;cali;1;2016;2;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;nocturna;19;soltero;M;urbana;no;colegio bautista;b;mixto;espanol;educacion tradicional;no;si;no;si;15-20;1;0
2016-01;8170C;10158U;4871N;cali;5;2016;1;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;18;soltero;F;nd;no;institucion educativa politecnico municipal de cali;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2017-03;10311C;10159U;1045N;cali;5;2017;2;valle del cauca;cali;communication and social sciences;comunicacion social periodismo;20106;ciencias sociales y humanas;diurna;20;soltero;M;urbana;no;instituto ser internacional cali;b;mixto;espanol;educacion tradicional;no;no;no;no;15-20;1;1
2015-03;7673C;10160U;3878N;cali;5;2015;2;valle del cauca;yumbo;humanities and arts;cine y comunicacion digital;54405;bellas artes;diurna;18;soltero;F;nd;no;liceo campestre la mision;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8199C;10161U;8695N;cali;6;2016;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;19;soltero;M;nd;no;fundacion educativa lideres;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2014-03;6439C;10162U;10897N;cali;5;2014;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;17;soltero;M;nd;no;colegio san antonio maria claret;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;8208C;10163U;7815N;cali;4;2016;1;valle del cauca;cali;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio san francisco de asis cali;b;mixto;espanol:ingles;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2015-01;7073C;10164U;7733N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;liceo nuestra senora de lourdes;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6889C;10165U;2038N;orito;2;2015;1;putumayo;orito;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio san jose de orito;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2016-01;7896C;10166U;14021N;cali;4;2016;1;valle del cauca;el cairo;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;F;nd;no;institucion educativa la presentacion el cairo;a;mixto;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-03;7772C;10167U;10138N;cali;4;2015;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;nd;no;colegio francisco jose de caldas cali;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6937C;10168U;5069N;florida;3;2015;1;valle del cauca;florida;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio ricardo nieto florida;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2015-01;6794C;10169U;14841N;barbacoas;1;2015;1;narino;pasto;Engineering;ingenieria mecanica;20096;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;M;nd;no;colegio nuestra senora de las lajas pasto;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-01;9321C;1016U;15056N;guachene;1;2017;1;cauca;caloto;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;17;soltero;F;urbana;no;institucion educativa sagrada familia caloto;b;mixto;espanol:ingles;educacion tradicional;no;no;no;no;15-20;1;1
2015-01;6629C;10170U;2250N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria industrial;20095;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;instituto tecnologico rafael navia varon;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-01;10911C;10171U;5739N;cali;3;2018;1;valle del cauca;cali;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;21;soltero;M;urbana;no;institucion educativa joaquin de caycedo y cuero;a;mixto;espanol;educacion tradicional;no;si;si;no;21-25;1;0
2015-01;7017C;10172U;1713N;cali;3;2015;1;valle del cauca;cali;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;17;soltero;F;nd;no;institucion educativa tecnico de comercio santa cecilia;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2017-03;10320C;10173U;6812N;cali;4;2017;2;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;20;soltero;F;urbana;no;colegio los andes sede san fernando;b;mixto;espanol:ingles;aceleracion del aprendizaje;no;no;no;no;15-20;1;1
2020-01;14061C;10176U;17286N;cali;3;2020;1;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;22;soltero;M;nd;no;instituto tecnologico rafael navia varon;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;21-25;1;0
2016-01;8308C;10177U;17259N;cali;3;2016;1;valle del cauca;cali;Engineering;ingenieria multimedia;20146;ingenieria arquitectura urbanismo y afines;diurna;18;soltero;M;nd;no;colegio san sebastian;b;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2014-01;5483C;10178U;5702N;cali;3;2014;1;valle del cauca;cali;communication and social sciences;economia;20107;economia administracion contaduria y afines;diurna;16;soltero;M;nd;no;colegio fe y esperanza mision panamericana;nd;nd;nd;nd;nd;nd;nd;nd;15-20;1;0
2018-03;11812C;10179U;16797N;cali;3;2018;2;valle del cauca;cali;humanities and arts;diseno de la comunicacion grafica;20118;bellas artes;diurna;21;soltero;F;urbana;no;colegio mayor san francisco de asis;b;femenino;espanol:ingles;educacion tradicional;no;no;no;no;21-25;1;1
2018-01;10910C;1017U;1481N;caloto;1;2018;1;cauca;villa rica;Engineering;ingenieria biomedica;20151;ingenieria arquitectura urbanismo y afines;diurna;16;soltero;F;rural;no;institucion educativa simon bolivar;a;mixto;ingles;educacion tradicional;no;si;no;no;15-20;1;0
2016-01;8463C;10180U;9664N;cali;6;2016;1;valle del cauca;cali;Administrative Sciences;mercadeo y negocios internacionales;20100;economia administracion contaduria y afines;diurna;18;soltero;M;nd;no;colegio americas unidas;b;mixto;espanol:ingles;educacion tradicional;no;nd;no;no;15-20;1;0
2016-01;8244C;10181U;3729N;cali;4;2016;1;valle del cauca;cali;Engineering;diseno industrial;103338;bellas artes;diurna;18;soltero;M;nd;no;colegio inglaterra real cali;a;mixto;espanol;educacion tradicional;nd;nd;nd;nd;15-20;1;0
2017-03;10047C;10182U;9346N;cali;6;2017;2;valle del cauca;yumbo;Engineering;ingenieria mecatronica;20104;ingenieria arquitectura urbanismo y afines;diurna;20;soltero;M;urbana;no;colegio jefferson;b;mixto;espanol:ingles:frances;educacion tradicional;no;no;no;no;15-20;1;0
